,ImageID,distance,location
2337,2337,287,"[169, 145]"
2338,2338,346,"[155, 183]"
2339,2339,166,"[163, 407]"
2340,2340,111,"[321, 402]"
2341,2341,398,"[211, 168]"
2342,2342,358,"[259, 317]"
2343,2343,73,"[86, 207]"
2344,2344,490,"[236, 218]"
2345,2345,116,"[166, 283]"
2346,2346,408,"[197, 291]"
2347,2347,241,"[226, 214]"
2348,2348,152,"[292, 366]"
2349,2349,227,"[305, 253]"
2350,2350,262,"[172, 277]"
2351,2351,180,"[97, 185]"
2352,2352,369,"[137, 447]"
2353,2353,160,"[281, 300]"
2354,2354,332,"[105, 197]"
2355,2355,301,"[61, 196]"
2356,2356,215,"[58, 252]"
2357,2357,184,"[247, 143]"
2358,2358,338,"[339, 291]"
2359,2359,182,"[183, 229]"
2360,2360,215,"[89, 274]"
2361,2361,417,"[213, 103]"
2362,2362,368,"[278, 144]"
2363,2363,416,"[372, 408]"
2364,2364,246,"[116, 254]"
2365,2365,451,"[263, 259]"
2366,2366,86,"[269, 249]"
2367,2367,490,"[246, 300]"
2368,2368,207,"[151, 60]"
2369,2369,289,"[312, 235]"
2370,2370,355,"[115, 163]"
2371,2371,79,"[243, 390]"
2372,2372,256,"[389, 234]"
2373,2373,470,"[121, 145]"
2374,2374,340,"[205, 328]"
2375,2375,182,"[255, 179]"
2376,2376,187,"[242, 282]"
2377,2377,411,"[389, 379]"
2378,2378,485,"[161, 258]"
2379,2379,262,"[415, 334]"
2380,2380,233,"[250, 185]"
2381,2381,275,"[240, 249]"
2382,2382,453,"[293, 354]"
2383,2383,382,"[361, 133]"
2384,2384,115,"[206, 102]"
2385,2385,284,"[212, 288]"
2386,2386,170,"[234, 348]"
2387,2387,110,"[152, 291]"
2388,2388,396,"[352, 334]"
2389,2389,246,"[357, 238]"
2390,2390,423,"[204, 196]"
2391,2391,396,"[202, 344]"
2392,2392,419,"[70, 268]"
2393,2393,375,"[149, 329]"
2394,2394,415,"[375, 415]"
2395,2395,427,"[381, 78]"
2396,2396,378,"[296, 390]"
2397,2397,270,"[134, 471]"
2398,2398,120,"[190, 243]"
2399,2399,385,"[218, 235]"
2400,2400,169,"[300, 188]"
2401,2401,482,"[310, 177]"
2402,2402,490,"[238, 85]"
2403,2403,309,"[232, 349]"
2404,2404,262,"[330, 296]"
2405,2405,144,"[235, 251]"
2406,2406,232,"[272, 277]"
2407,2407,385,"[155, 359]"
2408,2408,296,"[152, 365]"
2409,2409,438,"[333, 275]"
2410,2410,112,"[311, 147]"
2411,2411,237,"[299, 168]"
2412,2412,229,"[275, 407]"
2413,2413,155,"[191, 233]"
2414,2414,361,"[213, 288]"
2415,2415,479,"[150, 330]"
2416,2416,214,"[233, 342]"
2417,2417,461,"[292, 303]"
2418,2418,261,"[355, 261]"
2419,2419,308,"[365, 433]"
2420,2420,263,"[273, 299]"
2421,2421,311,"[230, 160]"
2422,2422,340,"[317, 455]"
2423,2423,372,"[158, 118]"
2424,2424,173,"[279, 194]"
2425,2425,149,"[220, 214]"
2426,2426,197,"[101, 350]"
2427,2427,222,"[389, 102]"
2428,2428,231,"[188, 42]"
2429,2429,192,"[99, 342]"
2430,2430,158,"[434, 216]"
2431,2431,225,"[174, 247]"
2432,2432,151,"[258, 258]"
2433,2433,274,"[268, 376]"
2434,2434,181,"[235, 176]"
2435,2435,160,"[288, 102]"
2436,2436,348,"[356, 183]"
2437,2437,295,"[243, 284]"
2438,2438,83,"[324, 136]"
2439,2439,332,"[204, 237]"
2440,2440,157,"[267, 247]"
2441,2441,198,"[433, 212]"
2442,2442,165,"[243, 266]"
2443,2443,86,"[246, 267]"
2444,2444,141,"[117, 374]"
2445,2445,194,"[276, 191]"
2446,2446,210,"[236, 276]"
2447,2447,188,"[213, 283]"
2448,2448,211,"[418, 155]"
2449,2449,101,"[260, 421]"
2450,2450,186,"[166, 97]"
2451,2451,181,"[465, 238]"
2452,2452,468,"[346, 250]"
2453,2453,376,"[493, 243]"
2454,2454,145,"[134, 94]"
2455,2455,244,"[450, 153]"
2456,2456,390,"[288, 232]"
2457,2457,472,"[198, 312]"
2458,2458,337,"[316, 113]"
2459,2459,102,"[91, 79]"
2460,2460,423,"[282, 178]"
2461,2461,260,"[161, 160]"
2462,2462,95,"[200, 381]"
2463,2463,408,"[401, 442]"
2464,2464,113,"[337, 231]"
2465,2465,250,"[273, 373]"
2466,2466,170,"[315, 279]"
2467,2467,407,"[342, 392]"
2468,2468,136,"[229, 208]"
2469,2469,151,"[317, 203]"
2470,2470,108,"[72, 282]"
2471,2471,256,"[89, 269]"
2472,2472,368,"[354, 291]"
2473,2473,354,"[259, 339]"
2474,2474,242,"[204, 273]"
2475,2475,285,"[398, 234]"
2476,2476,307,"[245, 311]"
2477,2477,297,"[306, 156]"
2478,2478,193,"[131, 212]"
2479,2479,478,"[370, 284]"
2480,2480,459,"[196, 360]"
2481,2481,287,"[288, 200]"
2482,2482,362,"[350, 63]"
2483,2483,308,"[400, 320]"
2484,2484,139,"[81, 352]"
2485,2485,134,"[302, 288]"
2486,2486,193,"[142, 119]"
2487,2487,484,"[276, 252]"
2488,2488,426,"[298, 198]"
2489,2489,155,"[288, 372]"
2490,2490,464,"[264, 377]"
2491,2491,482,"[204, 354]"
2492,2492,246,"[342, 91]"
2493,2493,364,"[270, 150]"
2494,2494,191,"[132, 328]"
2495,2495,468,"[94, 304]"
2496,2496,305,"[232, 387]"
2497,2497,281,"[301, 169]"
2498,2498,85,"[71, 199]"
2499,2499,309,"[317, 184]"
2500,2500,165,"[257, 330]"
2501,2501,295,"[384, 51]"
2502,2502,302,"[116, 298]"
2503,2503,302,"[186, 181]"
2504,2504,100,"[273, 219]"
2505,2505,101,"[209, 320]"
2506,2506,293,"[278, 243]"
2507,2507,277,"[68, 369]"
2508,2508,235,"[375, 308]"
2509,2509,189,"[217, 176]"
2510,2510,147,"[145, 440]"
2511,2511,237,"[323, 118]"
2512,2512,217,"[334, 301]"
2513,2513,385,"[259, 80]"
2514,2514,397,"[210, 202]"
2515,2515,107,"[285, 247]"
2516,2516,338,"[119, 392]"
2517,2517,132,"[107, 393]"
2518,2518,210,"[166, 299]"
2519,2519,477,"[360, 156]"
2520,2520,373,"[326, 222]"
2521,2521,218,"[112, 330]"
2522,2522,269,"[217, 281]"
2523,2523,156,"[301, 140]"
2524,2524,472,"[381, 328]"
2525,2525,454,"[72, 219]"
2526,2526,323,"[180, 278]"
2527,2527,148,"[90, 196]"
2528,2528,441,"[387, 371]"
2529,2529,73,"[324, 431]"
2530,2530,446,"[316, 308]"
2531,2531,453,"[291, 107]"
2532,2532,182,"[360, 402]"
2533,2533,297,"[290, 116]"
2534,2534,370,"[297, 98]"
2535,2535,211,"[231, 164]"
2536,2536,420,"[178, 212]"
2537,2537,225,"[288, 262]"
2538,2538,476,"[246, 212]"
2539,2539,304,"[263, 186]"
2540,2540,285,"[391, 235]"
2541,2541,341,"[435, 270]"
2542,2542,276,"[444, 246]"
2543,2543,75,"[235, 211]"
2544,2544,488,"[246, 249]"
2545,2545,209,"[398, 261]"
2546,2546,181,"[257, 179]"
2547,2547,375,"[307, 250]"
2548,2548,392,"[239, 309]"
2549,2549,254,"[261, 331]"
2550,2550,127,"[229, 468]"
2551,2551,156,"[227, 331]"
2552,2552,163,"[287, 242]"
2553,2553,128,"[325, 32]"
2554,2554,174,"[305, 369]"
2555,2555,103,"[204, 322]"
2556,2556,308,"[123, 403]"
2557,2557,368,"[346, 273]"
2558,2558,377,"[234, 254]"
2559,2559,392,"[249, 229]"
2560,2560,236,"[192, 435]"
2561,2561,363,"[168, 362]"
2562,2562,316,"[342, 219]"
2563,2563,477,"[259, 291]"
2564,2564,327,"[204, 338]"
2565,2565,291,"[153, 190]"
2566,2566,401,"[76, 332]"
2567,2567,107,"[110, 144]"
2568,2568,488,"[147, 333]"
2569,2569,376,"[234, 274]"
2570,2570,441,"[286, 277]"
2571,2571,310,"[407, 77]"
2572,2572,92,"[291, 225]"
2573,2573,91,"[245, 223]"
2574,2574,431,"[310, 307]"
2575,2575,236,"[252, 245]"
2576,2576,427,"[102, 150]"
2577,2577,83,"[145, 228]"
2578,2578,479,"[263, 216]"
2579,2579,309,"[197, 246]"
2580,2580,237,"[114, 347]"
2581,2581,319,"[146, 357]"
2582,2582,418,"[316, 318]"
2583,2583,217,"[371, 222]"
2584,2584,317,"[54, 207]"
2585,2585,311,"[260, 382]"
2586,2586,304,"[359, 280]"
2587,2587,273,"[334, 359]"
2588,2588,330,"[196, 63]"
2589,2589,113,"[201, 238]"
2590,2590,197,"[399, 310]"
2591,2591,255,"[327, 249]"
2592,2592,121,"[303, 206]"
2593,2593,374,"[347, 283]"
2594,2594,367,"[384, 245]"
2595,2595,289,"[272, 255]"
2596,2596,78,"[298, 275]"
2597,2597,466,"[341, 84]"
2598,2598,213,"[344, 305]"
2599,2599,138,"[298, 220]"
2600,2600,362,"[232, 195]"
2601,2601,201,"[187, 138]"
2602,2602,381,"[176, 275]"
2603,2603,315,"[258, 403]"
2604,2604,231,"[201, 287]"
2605,2605,313,"[237, 250]"
2606,2606,228,"[177, 283]"
2607,2607,285,"[278, 233]"
2608,2608,180,"[65, 222]"
2609,2609,387,"[235, 219]"
2610,2610,434,"[417, 204]"
2611,2611,410,"[217, 219]"
2612,2612,361,"[278, 295]"
2613,2613,369,"[362, 467]"
2614,2614,252,"[364, 86]"
2615,2615,211,"[279, 201]"
2616,2616,76,"[342, 340]"
2617,2617,80,"[326, 235]"
2618,2618,487,"[204, 328]"
2619,2619,109,"[314, 487]"
2620,2620,292,"[254, 367]"
2621,2621,349,"[352, 157]"
2622,2622,71,"[267, 151]"
2623,2623,144,"[325, 241]"
2624,2624,283,"[194, 207]"
2625,2625,177,"[392, 284]"
2626,2626,391,"[380, 164]"
2627,2627,172,"[294, 154]"
2628,2628,88,"[188, 167]"
2629,2629,414,"[290, 300]"
2630,2630,319,"[240, 175]"
2631,2631,446,"[270, 190]"
2632,2632,233,"[420, 124]"
2633,2633,238,"[285, 155]"
2634,2634,188,"[388, 110]"
2635,2635,155,"[182, 139]"
2636,2636,479,"[299, 230]"
2637,2637,161,"[289, 158]"
2638,2638,65,"[47, 285]"
2639,2639,371,"[417, 322]"
2640,2640,222,"[244, 169]"
2641,2641,172,"[336, 323]"
2642,2642,97,"[255, 318]"
2643,2643,272,"[189, 297]"
2644,2644,257,"[181, 98]"
2645,2645,143,"[288, 199]"
2646,2646,175,"[250, 202]"
2647,2647,249,"[441, 416]"
2648,2648,441,"[221, 204]"
2649,2649,270,"[259, 301]"
2650,2650,256,"[442, 177]"
2651,2651,133,"[336, 193]"
2652,2652,183,"[225, 146]"
2653,2653,437,"[243, 392]"
2654,2654,479,"[217, 279]"
2655,2655,343,"[292, 107]"
2656,2656,433,"[423, 266]"
2657,2657,357,"[321, 302]"
2658,2658,466,"[245, 172]"
2659,2659,485,"[427, 212]"
2660,2660,162,"[191, 248]"
2661,2661,483,"[222, 212]"
2662,2662,403,"[61, 215]"
2663,2663,115,"[335, 267]"
2664,2664,335,"[242, 288]"
2665,2665,214,"[89, 367]"
2666,2666,297,"[234, 355]"
2667,2667,354,"[262, 228]"
2668,2668,169,"[143, 198]"
2669,2669,152,"[127, 345]"
2670,2670,158,"[234, 269]"
2671,2671,186,"[293, 137]"
2672,2672,122,"[86, 173]"
2673,2673,103,"[307, 310]"
2674,2674,189,"[257, 167]"
2675,2675,276,"[377, 195]"
2676,2676,316,"[172, 423]"
2677,2677,356,"[143, 173]"
2678,2678,451,"[392, 341]"
2679,2679,286,"[201, 298]"
2680,2680,315,"[201, 398]"
2681,2681,450,"[232, 143]"
2682,2682,451,"[256, 234]"
2683,2683,100,"[237, 262]"
2684,2684,420,"[429, 230]"
2685,2685,274,"[180, 212]"
2686,2686,291,"[227, 113]"
2687,2687,371,"[421, 119]"
2688,2688,122,"[216, 327]"
2689,2689,472,"[273, 340]"
2690,2690,286,"[194, 286]"
2691,2691,306,"[199, 379]"
2692,2692,345,"[250, 176]"
2693,2693,376,"[446, 208]"
2694,2694,163,"[218, 415]"
2695,2695,91,"[59, 368]"
2696,2696,449,"[310, 369]"
2697,2697,453,"[149, 152]"
2698,2698,142,"[229, 249]"
2699,2699,391,"[309, 77]"
2700,2700,225,"[306, 178]"
2701,2701,187,"[190, 281]"
2702,2702,88,"[362, 278]"
2703,2703,88,"[271, 303]"
2704,2704,107,"[295, 307]"
2705,2705,155,"[230, 294]"
2706,2706,147,"[246, 303]"
2707,2707,143,"[343, 125]"
2708,2708,335,"[343, 243]"
2709,2709,466,"[410, 424]"
2710,2710,148,"[275, 308]"
2711,2711,192,"[378, 195]"
2712,2712,289,"[256, 192]"
2713,2713,423,"[180, 358]"
2714,2714,257,"[349, 390]"
2715,2715,140,"[212, 352]"
2716,2716,401,"[264, 227]"
2717,2717,141,"[225, 324]"
2718,2718,276,"[162, 217]"
2719,2719,188,"[218, 300]"
2720,2720,379,"[229, 242]"
2721,2721,399,"[107, 220]"
2722,2722,295,"[196, 302]"
2723,2723,450,"[231, 288]"
2724,2724,135,"[197, 267]"
2725,2725,87,"[230, 424]"
2726,2726,330,"[355, 183]"
2727,2727,309,"[227, 228]"
2728,2728,383,"[353, 267]"
2729,2729,443,"[377, 187]"
2730,2730,277,"[285, 319]"
2731,2731,138,"[315, 363]"
2732,2732,385,"[191, 304]"
2733,2733,378,"[303, 110]"
2734,2734,354,"[177, 260]"
2735,2735,108,"[247, 189]"
2736,2736,185,"[463, 288]"
2737,2737,417,"[311, 61]"
2738,2738,326,"[294, 286]"
2739,2739,400,"[399, 403]"
2740,2740,372,"[252, 307]"
2741,2741,292,"[361, 287]"
2742,2742,95,"[467, 341]"
2743,2743,169,"[179, 244]"
2744,2744,94,"[149, 437]"
2745,2745,173,"[246, 255]"
2746,2746,486,"[358, 289]"
2747,2747,223,"[243, 61]"
2748,2748,331,"[247, 331]"
2749,2749,208,"[349, 92]"
2750,2750,488,"[219, 158]"
2751,2751,458,"[23, 245]"
2752,2752,215,"[319, 225]"
2753,2753,444,"[237, 353]"
2754,2754,478,"[253, 336]"
2755,2755,402,"[287, 170]"
2756,2756,314,"[153, 257]"
2757,2757,180,"[345, 303]"
2758,2758,490,"[275, 283]"
2759,2759,182,"[356, 282]"
2760,2760,361,"[328, 361]"
2761,2761,174,"[37, 245]"
2762,2762,408,"[382, 65]"
2763,2763,246,"[397, 362]"
2764,2764,326,"[254, 191]"
2765,2765,472,"[134, 320]"
2766,2766,113,"[232, 135]"
2767,2767,258,"[395, 126]"
2768,2768,465,"[415, 263]"
2769,2769,125,"[387, 421]"
2770,2770,452,"[206, 198]"
2771,2771,142,"[297, 372]"
2772,2772,482,"[399, 388]"
2773,2773,196,"[177, 134]"
2774,2774,204,"[232, 282]"
2775,2775,425,"[317, 280]"
2776,2776,105,"[238, 283]"
2777,2777,198,"[353, 204]"
2778,2778,123,"[416, 233]"
2779,2779,79,"[222, 176]"
2780,2780,241,"[292, 234]"
2781,2781,109,"[274, 283]"
2782,2782,113,"[206, 148]"
2783,2783,247,"[315, 140]"
2784,2784,255,"[252, 288]"
2785,2785,470,"[231, 242]"
2786,2786,300,"[318, 292]"
2787,2787,394,"[274, 268]"
2788,2788,277,"[302, 263]"
2789,2789,186,"[265, 212]"
2790,2790,190,"[94, 207]"
2791,2791,120,"[272, 233]"
2792,2792,275,"[275, 303]"
2793,2793,142,"[362, 444]"
2794,2794,456,"[346, 106]"
2795,2795,100,"[240, 183]"
2796,2796,234,"[225, 371]"
2797,2797,444,"[256, 282]"
2798,2798,148,"[246, 168]"
2799,2799,285,"[215, 278]"
2800,2800,373,"[61, 272]"
2801,2801,143,"[168, 218]"
2802,2802,293,"[286, 233]"
2803,2803,112,"[237, 266]"
2804,2804,439,"[395, 410]"
2805,2805,309,"[241, 497]"
2806,2806,246,"[302, 181]"
2807,2807,300,"[348, 362]"
2808,2808,222,"[133, 325]"
2809,2809,462,"[414, 257]"
2810,2810,299,"[183, 285]"
2811,2811,216,"[365, 244]"
2812,2812,470,"[132, 239]"
2813,2813,465,"[203, 428]"
2814,2814,447,"[285, 325]"
2815,2815,459,"[338, 245]"
2816,2816,467,"[298, 196]"
2817,2817,186,"[303, 338]"
2818,2818,449,"[389, 95]"
2819,2819,297,"[350, 296]"
2820,2820,151,"[189, 313]"
2821,2821,167,"[233, 413]"
2822,2822,417,"[264, 66]"
2823,2823,374,"[125, 308]"
2824,2824,258,"[163, 95]"
2825,2825,176,"[290, 215]"
2826,2826,396,"[380, 98]"
2827,2827,168,"[457, 360]"
2828,2828,485,"[257, 233]"
2829,2829,317,"[185, 90]"
2830,2830,139,"[346, 244]"
2831,2831,240,"[254, 220]"
2832,2832,446,"[441, 405]"
2833,2833,106,"[215, 268]"
2834,2834,118,"[337, 222]"
2835,2835,343,"[250, 331]"
2836,2836,266,"[151, 353]"
2837,2837,322,"[275, 385]"
2838,2838,95,"[351, 245]"
2839,2839,119,"[316, 236]"
2840,2840,326,"[247, 430]"
2841,2841,373,"[213, 198]"
2842,2842,234,"[170, 319]"
2843,2843,222,"[324, 283]"
2844,2844,176,"[213, 197]"
2845,2845,163,"[248, 279]"
2846,2846,466,"[257, 190]"
2847,2847,448,"[316, 373]"
2848,2848,214,"[406, 208]"
2849,2849,99,"[230, 166]"
2850,2850,387,"[253, 385]"
2851,2851,222,"[249, 278]"
2852,2852,192,"[127, 268]"
2853,2853,133,"[340, 360]"
2854,2854,459,"[412, 249]"
2855,2855,80,"[242, 215]"
2856,2856,90,"[331, 300]"
2857,2857,446,"[131, 414]"
2858,2858,108,"[272, 283]"
2859,2859,203,"[232, 357]"
2860,2860,350,"[280, 323]"
2861,2861,400,"[271, 291]"
2862,2862,312,"[192, 238]"
2863,2863,129,"[168, 206]"
2864,2864,136,"[181, 211]"
2865,2865,428,"[473, 230]"
2866,2866,361,"[394, 194]"
2867,2867,300,"[265, 241]"
2868,2868,235,"[148, 380]"
2869,2869,94,"[257, 375]"
2870,2870,253,"[258, 408]"
2871,2871,189,"[305, 242]"
2872,2872,470,"[324, 285]"
2873,2873,473,"[465, 186]"
2874,2874,221,"[252, 314]"
2875,2875,151,"[294, 278]"
2876,2876,369,"[220, 250]"
2877,2877,216,"[337, 357]"
2878,2878,352,"[337, 152]"
2879,2879,147,"[314, 51]"
2880,2880,354,"[206, 260]"
2881,2881,122,"[158, 258]"
2882,2882,316,"[281, 367]"
2883,2883,457,"[352, 360]"
2884,2884,391,"[275, 400]"
2885,2885,192,"[233, 262]"
2886,2886,103,"[135, 194]"
2887,2887,135,"[317, 214]"
2888,2888,217,"[135, 182]"
2889,2889,153,"[241, 282]"
2890,2890,292,"[298, 67]"
2891,2891,486,"[419, 81]"
2892,2892,300,"[452, 243]"
2893,2893,347,"[215, 268]"
2894,2894,376,"[229, 67]"
2895,2895,436,"[197, 222]"
2896,2896,363,"[271, 418]"
2897,2897,198,"[278, 407]"
2898,2898,321,"[243, 57]"
2899,2899,350,"[193, 259]"
2900,2900,68,"[211, 202]"
2901,2901,448,"[249, 278]"
2902,2902,115,"[357, 135]"
2903,2903,229,"[418, 107]"
2904,2904,440,"[219, 300]"
2905,2905,198,"[197, 199]"
2906,2906,373,"[358, 341]"
2907,2907,100,"[129, 131]"
2908,2908,156,"[360, 122]"
2909,2909,250,"[150, 184]"
2910,2910,105,"[160, 31]"
2911,2911,469,"[227, 338]"
2912,2912,481,"[70, 227]"
2913,2913,195,"[282, 366]"
2914,2914,291,"[192, 240]"
2915,2915,414,"[376, 232]"
2916,2916,486,"[258, 333]"
2917,2917,189,"[301, 125]"
2918,2918,91,"[236, 193]"
2919,2919,104,"[285, 356]"
2920,2920,78,"[270, 393]"
2921,2921,208,"[305, 202]"
2922,2922,408,"[339, 187]"
2923,2923,297,"[394, 126]"
2924,2924,129,"[200, 181]"
2925,2925,93,"[185, 131]"
2926,2926,356,"[234, 341]"
2927,2927,195,"[333, 246]"
2928,2928,206,"[87, 308]"
2929,2929,122,"[260, 320]"
2930,2930,124,"[253, 465]"
2931,2931,250,"[303, 212]"
2932,2932,411,"[115, 332]"
2933,2933,338,"[373, 363]"
2934,2934,132,"[199, 86]"
2935,2935,156,"[138, 354]"
2936,2936,174,"[269, 123]"
2937,2937,113,"[60, 295]"
2938,2938,122,"[317, 280]"
2939,2939,198,"[478, 304]"
2940,2940,273,"[302, 78]"
2941,2941,112,"[156, 245]"
2942,2942,270,"[225, 194]"
2943,2943,430,"[437, 255]"
2944,2944,490,"[413, 187]"
2945,2945,217,"[469, 179]"
2946,2946,264,"[133, 127]"
2947,2947,435,"[490, 239]"
2948,2948,425,"[271, 186]"
2949,2949,86,"[249, 466]"
2950,2950,359,"[262, 325]"
2951,2951,182,"[379, 451]"
2952,2952,145,"[305, 325]"
2953,2953,163,"[188, 258]"
2954,2954,184,"[422, 272]"
2955,2955,136,"[409, 306]"
2956,2956,102,"[386, 383]"
2957,2957,436,"[141, 437]"
2958,2958,323,"[205, 264]"
2959,2959,380,"[118, 58]"
2960,2960,64,"[302, 109]"
2961,2961,449,"[154, 42]"
2962,2962,118,"[108, 233]"
2963,2963,166,"[311, 92]"
2964,2964,364,"[178, 101]"
2965,2965,286,"[196, 308]"
2966,2966,199,"[262, 366]"
2967,2967,390,"[313, 323]"
2968,2968,169,"[198, 455]"
2969,2969,248,"[470, 242]"
2970,2970,469,"[211, 186]"
2971,2971,304,"[436, 397]"
2972,2972,352,"[250, 402]"
2973,2973,411,"[312, 240]"
2974,2974,453,"[283, 321]"
2975,2975,118,"[149, 263]"
2976,2976,237,"[432, 242]"
2977,2977,168,"[333, 297]"
2978,2978,453,"[188, 321]"
2979,2979,491,"[268, 265]"
2980,2980,308,"[228, 343]"
2981,2981,233,"[167, 102]"
2982,2982,466,"[170, 342]"
2983,2983,82,"[286, 24]"
2984,2984,217,"[245, 117]"
2985,2985,153,"[218, 301]"
2986,2986,246,"[34, 307]"
2987,2987,343,"[257, 260]"
2988,2988,92,"[400, 377]"
2989,2989,200,"[241, 224]"
2990,2990,245,"[305, 189]"
2991,2991,101,"[267, 267]"
2992,2992,385,"[421, 443]"
2993,2993,483,"[151, 307]"
2994,2994,131,"[255, 311]"
2995,2995,409,"[224, 96]"
2996,2996,421,"[36, 193]"
2997,2997,232,"[21, 304]"
2998,2998,257,"[313, 337]"
2999,2999,364,"[313, 276]"
3000,3000,376,"[302, 13]"
3001,3001,353,"[263, 274]"
3002,3002,417,"[205, 264]"
3003,3003,345,"[243, 435]"
3004,3004,226,"[223, 222]"
3005,3005,485,"[303, 271]"
3006,3006,222,"[214, 241]"
3007,3007,420,"[279, 210]"
3008,3008,410,"[104, 267]"
3009,3009,255,"[353, 248]"
3010,3010,135,"[271, 387]"
3011,3011,198,"[204, 279]"
3012,3012,428,"[196, 101]"
3013,3013,185,"[353, 347]"
3014,3014,357,"[253, 416]"
3015,3015,332,"[228, 470]"
3016,3016,149,"[334, 62]"
3017,3017,294,"[209, 236]"
3018,3018,310,"[339, 151]"
3019,3019,354,"[267, 108]"
3020,3020,194,"[213, 312]"
3021,3021,177,"[227, 322]"
3022,3022,103,"[255, 82]"
3023,3023,447,"[158, 237]"
3024,3024,327,"[169, 196]"
3025,3025,338,"[256, 68]"
3026,3026,485,"[97, 387]"
3027,3027,455,"[292, 232]"
3028,3028,388,"[118, 175]"
3029,3029,275,"[127, 139]"
3030,3030,77,"[261, 292]"
3031,3031,193,"[396, 266]"
3032,3032,66,"[256, 251]"
3033,3033,232,"[319, 241]"
3034,3034,323,"[267, 23]"
3035,3035,132,"[106, 210]"
3036,3036,266,"[63, 344]"
3037,3037,427,"[149, 160]"
3038,3038,302,"[206, 137]"
3039,3039,152,"[485, 211]"
3040,3040,248,"[357, 227]"
3041,3041,427,"[260, 344]"
3042,3042,450,"[372, 360]"
3043,3043,192,"[289, 223]"
3044,3044,373,"[450, 213]"
3045,3045,391,"[158, 236]"
3046,3046,170,"[359, 302]"
3047,3047,455,"[400, 257]"
3048,3048,71,"[332, 290]"
3049,3049,357,"[131, 310]"
3050,3050,280,"[280, 432]"
3051,3051,375,"[291, 355]"
3052,3052,439,"[268, 141]"
3053,3053,396,"[251, 313]"
3054,3054,109,"[269, 337]"
3055,3055,378,"[281, 367]"
3056,3056,329,"[190, 345]"
3057,3057,245,"[191, 269]"
3058,3058,292,"[446, 138]"
3059,3059,394,"[311, 256]"
3060,3060,241,"[262, 255]"
3061,3061,195,"[309, 282]"
3062,3062,459,"[246, 262]"
3063,3063,290,"[453, 359]"
3064,3064,385,"[185, 448]"
3065,3065,406,"[329, 268]"
3066,3066,471,"[418, 354]"
3067,3067,101,"[466, 271]"
3068,3068,340,"[183, 130]"
3069,3069,384,"[306, 193]"
3070,3070,305,"[113, 143]"
3071,3071,403,"[270, 139]"
3072,3072,157,"[193, 215]"
3073,3073,258,"[221, 193]"
3074,3074,434,"[314, 434]"
3075,3075,119,"[183, 313]"
3076,3076,441,"[247, 251]"
3077,3077,440,"[210, 282]"
3078,3078,191,"[125, 196]"
3079,3079,130,"[218, 225]"
3080,3080,135,"[179, 129]"
3081,3081,264,"[169, 318]"
3082,3082,402,"[423, 125]"
3083,3083,410,"[263, 419]"
3084,3084,471,"[197, 181]"
3085,3085,218,"[451, 264]"
3086,3086,333,"[277, 421]"
3087,3087,153,"[242, 129]"
3088,3088,185,"[263, 341]"
3089,3089,335,"[364, 360]"
3090,3090,292,"[461, 223]"
3091,3091,436,"[448, 277]"
3092,3092,299,"[420, 270]"
3093,3093,227,"[263, 340]"
3094,3094,365,"[157, 178]"
3095,3095,323,"[310, 158]"
3096,3096,226,"[351, 198]"
3097,3097,229,"[199, 333]"
3098,3098,200,"[52, 234]"
3099,3099,157,"[296, 95]"
3100,3100,469,"[205, 253]"
3101,3101,373,"[226, 316]"
3102,3102,317,"[323, 247]"
3103,3103,464,"[300, 260]"
3104,3104,147,"[182, 238]"
3105,3105,335,"[145, 214]"
3106,3106,253,"[237, 311]"
3107,3107,240,"[229, 237]"
3108,3108,395,"[249, 235]"
3109,3109,100,"[14, 177]"
3110,3110,128,"[309, 258]"
3111,3111,354,"[247, 249]"
3112,3112,315,"[265, 128]"
3113,3113,277,"[459, 396]"
3114,3114,436,"[307, 272]"
3115,3115,277,"[246, 201]"
3116,3116,156,"[148, 245]"
3117,3117,302,"[284, 274]"
3118,3118,236,"[264, 228]"
3119,3119,393,"[279, 308]"
3120,3120,287,"[337, 244]"
3121,3121,140,"[174, 173]"
3122,3122,270,"[160, 305]"
3123,3123,192,"[305, 86]"
3124,3124,119,"[384, 146]"
3125,3125,112,"[318, 269]"
3126,3126,448,"[214, 372]"
3127,3127,264,"[346, 147]"
3128,3128,264,"[214, 399]"
3129,3129,109,"[178, 149]"
3130,3130,131,"[266, 271]"
3131,3131,137,"[249, 88]"
3132,3132,316,"[307, 363]"
3133,3133,265,"[333, 438]"
3134,3134,447,"[138, 320]"
3135,3135,84,"[283, 163]"
3136,3136,430,"[247, 287]"
3137,3137,124,"[305, 273]"
3138,3138,196,"[369, 390]"
3139,3139,357,"[136, 190]"
3140,3140,196,"[230, 315]"
3141,3141,491,"[192, 339]"
3142,3142,439,"[333, 143]"
3143,3143,265,"[316, 293]"
3144,3144,474,"[441, 141]"
3145,3145,120,"[174, 352]"
3146,3146,131,"[349, 294]"
3147,3147,87,"[261, 190]"
3148,3148,275,"[249, 158]"
3149,3149,144,"[291, 156]"
3150,3150,123,"[194, 356]"
3151,3151,257,"[452, 185]"
3152,3152,316,"[262, 203]"
3153,3153,291,"[230, 243]"
3154,3154,286,"[215, 377]"
3155,3155,384,"[311, 149]"
3156,3156,137,"[248, 30]"
3157,3157,230,"[229, 326]"
3158,3158,431,"[291, 299]"
